位置,房屋信息,单价元/平,经度,纬度,WGS84经度,WGS84纬度,总价/万元
广东省深圳市松泉阁,3室2厅|99.56平米|南|其他|中楼层(共20层)|2005年|塔楼,49719,114.13291072994105,22.583958097199552,114.12137083312588,22.580326244474957,441.0
广东省深圳市布心公寓,1室1厅|35.32平米|南|其他|中楼层(共7层)|1990年|板塔结合,65119,114.1443521777262,22.586000301762382,114.13281110572488,22.582502518846177,266.6666666666667
广东省深圳市彩世界家园,3室2厅|105.77平米|西北|其他|低楼层(共31层)|2002年|板塔结合,51055,114.14952003949284,22.58465643783478,114.1379757231312,22.58124774720056,422.7631578947368
广东省深圳市紫荆花园,3室1厅|92平米|西北|精装|高楼层(共7层)|1999年|板塔结合,35870,114.12360850689664,22.59337500800835,114.1120513384375,22.58971731403014,240.27777777777777
广东省深圳市长富花园,3室2厅|115.17平米|南|精装|中楼层(共7层)|1995年|板塔结合,57828,114.13494655971763,22.58249199567605,114.1234088896954,22.578876646472157,415.8666666666667
广东省深圳市鹏城花园,3室2厅|81.29平米|南|其他|高楼层(共7层)|1995年|板塔结合,43056,114.51015098466236,22.601103989415098,114.49895852731234,22.597857578878024,343.02222222222224
广东省深圳市悦彩城（西北地块）,2室1厅|36.6平米|东南|毛坯|中楼层(共29层)|2020年|塔楼,64208,114.13952073137293,22.584514534239805,114.12798238171251,22.580947976079575,315.2068965517241
广东省深圳市翡翠园,2室1厅|47.6平米|东|其他|中楼层(共8层)|2001年|板塔结合,42017,114.13466916297624,22.575875572001628,114.12313699961688,22.572259549984764,225.5
广东省深圳市松泉公寓,2室1厅|55.97平米|南|精装|中楼层(共8层)|1990年|板塔结合,59100,114.1359479906998,22.583720004853884,114.12440983805584,22.580113654922517,334.59504132231405
广东省深圳市绿景山庄,3室1厅|92.36平米|南北|精装|高楼层(共8层)|1999年|板塔结合,44100,114.129410392692,22.591879978018543,114.1178632430204,22.58822771811927,393.3
广东省深圳市绿映居,3室2厅|83.38平米|南|简装|中楼层(共10层)|2004年|塔楼,45900,114.14450893203762,22.591063218565,114.13296546399177,22.58756693086252,397.61538461538464
广东省深圳市阳光明居,3室1厅|77.26平米|东南|精装|高楼层(共12层)|2006年|板塔结合,69900,114.14087573540372,22.58933959061186,114.12933454867483,22.585789779335755,525.1724137931035
广东省深圳市英达花园,3室1厅|83.05平米|南|简装|低楼层(共29层)|1995年|塔楼,39736,114.12847633462304,22.582522362340875,114.11693278500738,22.57886899786357,359.2962962962963
广东省深圳市一致春晓苑,3室1厅|78.07平米|东|精装|中楼层(共7层)|1990年|板塔结合,74293,114.14383637070252,22.5883752437026,114.13229436116764,22.584868862172364,580.0
广东省深圳市泰和花园,5室2厅|148.78平米|南|简装|低楼层(共7层)|1997年|板楼,56460,114.3204746745987,22.768147201260465,114.3090691079633,22.7651589350071,615.9090909090909
广东省深圳市金洲花园,3室1厅|78平米|南北|简装|高楼层(共8层)|2002年|板楼,46600,114.14044634537008,22.594288684974924,114.12890385091607,22.59073226839373,340.1666666666667
广东省深圳市宝翠苑,3室2厅|89.6平米|东南|精装|低楼层(共32层)|2014年|板塔结合,55246,114.12929540958676,22.589492250439235,114.1177489394642,22.585839995319656,578.25
广东省深圳市太白居,3室2厅|85.41平米|东南|精装|中楼层(共7层)|1998年|板楼,50400,114.14514915437438,22.58620877508863,114.13360745595476,22.58272376979981,504.5
广东省深圳市观山瑞苑,2室2厅|60.86平米|南|毛坯|低楼层(共46层)|2021年|板塔结合,54881,114.14154138833824,22.59192597830576,114.12999909663336,22.58838491544318,373.7386363636364
广东省深圳市培峰苑,1室0厅|35.57平米|北|其他|中楼层(共12层)|2015年|板楼,47600,114.13242061445494,22.59472946330691,114.12087593690669,22.59109224788094,200.5
广东省深圳市谱心苑,2室1厅|55.01平米|南|其他|中楼层(共7层)|2001年|板塔结合,44538,114.139341070271,22.593437238004604,114.12779890979245,22.58986670758745,272.44444444444446
广东省深圳市青橙时代,1室1厅|27.73平米|北|其他|低楼层(共8层)|2006年|板塔结合,47963,114.14490876782,22.589510602975267,114.13336561547646,22.58602102172133,156.85714285714286
广东省深圳市鹿鸣园,2室1厅|81.57平米|南|精装|高楼层(共11层)|1999年|板塔结合,60000,114.13528252597824,22.581646231285347,114.12374563239288,22.57803411187965,617.3157894736842
广东省深圳市宝湖名园,3室1厅|101.64平米|南|其他|高楼层(共26层)|2002年|板塔结合,51200,114.1500469855048,22.583867331841475,114.13850268991094,22.580468519678995,501.3333333333333
广东省深圳市布心花园三区,2室1厅|73.1平米|南|简装|中楼层(共7层)|1997年|板塔结合,54446,114.14810772357052,22.5844305265745,114.13656482506804,22.58099641105043,425.3636363636364
广东省深圳市观山祥苑,3室2厅|103.15平米|北|毛坯|高楼层(共49层)|塔楼,64567,114.14233395473758,22.59312341835012,114.1307910617868,22.58959352651334,373.27272727272725
广东省深圳市双御雅轩,5室2厅|76.9平米|东南|精装|中楼层(共26层)|2008年|塔楼,71000,114.13361374383292,22.582625475470905,114.12207525571483,22.5789990959643,546.0
广东省深圳市翠怡苑,1室1厅|32.95平米|东|简装|中楼层(共8层)|2001年|板塔结合,39454,114.13161725983764,22.593666053952614,114.12007206285176,22.590024024587684,130.0
广东省深圳市心怡花园,2室2厅|82.04平米|南|其他|中楼层(共11层)|2002年|板塔结合,54300,114.14535558498048,22.588633432407136,114.13381251051352,22.585151304923578,496.0
广东省深圳市麟腾苑二期,1室1厅|41.17平米|南|简装|中楼层(共19层)|2004年|板塔结合,50037,114.15037369921868,22.58445471945264,114.13882870048062,22.581061828614395,225.4
广东省深圳市悦峰华府,3室2厅|77.13平米|南|毛坯|中楼层(共51层)|板楼,51861,114.09458380672608,22.634079856681208,114.08295103767632,22.630788715725995,295.0
广东省深圳市辐照中心,4室1厅|82平米|南|简装|中楼层(共7层)|1992年|板塔结合,47561,114.06455183658753,22.548456637984177,114.05288605746053,22.545517145275475,390.0
广东省深圳市东湖豪庭,3室1厅|137.2平米|东|其他|低楼层(共27层)|2001年|板塔结合,54500,114.15135940985446,22.58291262343613,114.13981449350511,22.579538573379804,810.0
广东省深圳市东昌路4号公交综合楼,3室1厅|87平米|南|其他|高楼层(共8层)|板塔结合,67500,114.1423121259137,22.58262180477829,114.13077430949429,22.57909371464127,558.6666666666666
广东省深圳市翠景山庄,3室2厅|96平米|南|精装|低楼层(共9层)|1997年|板塔结合,47200,114.13467742738692,22.58442026545592,114.12313829996214,22.580802110113865,473.125
广东省深圳市鸿基花园,3室1厅|79.39平米|东南|精装|22层|1997年|板楼,41000,114.1279672648907,22.58878108776284,114.1164193013626,22.585125040177505,305.06666666666666
广东省深圳市麟腾苑,2室1厅|57.29平米|南|简装|8层|2001年|板塔结合,45384,114.15068666885826,22.583477657452267,114.13914202055118,22.580090830620303,273.0
广东省深圳市海鹰大厦,1室1厅|32.42平米|南|简装|高楼层(共7层)|1992年|板塔结合,73000,114.14427716921614,22.58741764713652,114.1327353707942,22.58391837463525,226.4
广东省深圳市宝丰苑,2室2厅|83.94平米|东|精装|高楼层(共17层)|2016年|板塔结合,59400,114.14071332176756,22.58831167665079,114.12917263053124,22.584759865782388,499.0
广东省深圳市东兴大院,2室1厅|62.82平米|南北|其他|高楼层(共7层)|板塔结合,42185,114.13819752735716,22.5911265340732,114.12665601213996,22.5875426295047,265.0
广东省深圳市悦峰尚府,3室2厅|62平米|西|毛坯|中楼层(共51层)|塔楼,41775,114.09458380672608,22.634079856681208,114.08295103767632,22.630788715725995,305.0
广东省深圳市华秀花园,1室1厅|41.16平米|北南|其他|低楼层(共8层)|板塔结合,40000,114.14690803656232,22.58836423208945,114.13536393590071,22.58490828557177,165.0
广东省深圳市逸心苑,2室2厅|66.79平米|南|精装|高楼层(共13层)|2002年|塔楼,49409,114.14489637120396,22.58501365716468,114.1333555512674,22.58152481062797,330.0
广东省深圳市布心花园二区,2室1厅|77.36平米|南|其他|中楼层(共7层)|1988年|板塔结合,57000,114.14964463446702,22.58047877080399,114.13810324424638,22.577073383245992,471.8
广东省深圳市比华利山庄,4室2厅|141.1平米|南|其他|高楼层(共7层)|1995年|板塔结合,35295,114.12558424003464,22.593667388641663,114.1140308584394,22.59000774268258,538.0
广东省深圳市布心花园一区,2室1厅|77.37平米|南|其他|低楼层(共8层)|1987年|板塔结合,57000,114.14572901058088,22.58154353454139,114.1341900484558,22.57806917396153,417.3333333333333
广东省深圳市中华花园,2室1厅|71.13平米|南|其他|高楼层(共29层)|1995年|板塔结合,40771,114.12975120980238,22.5828582305502,114.11820904995488,22.579209150103797,290.0
广东省深圳市国都高尔夫花园二期,3室2厅|139.86平米|南北|其他|中楼层(共31层)|2000年|塔楼,64000,114.05352452714452,22.536625220315948,114.04189351673271,22.533634658542415,761.4666666666667
广东省深圳市君临天下,3室2厅|87.41平米|南|精装|中楼层(共45层)|2013年|塔楼,83700,114.05284038752276,22.53604824944617,114.04121208434763,22.533051335577376,1101.0333333333333
广东省深圳市泰康轩,2室1厅|61.4平米|东南|精装|低楼层(共31层)|2002年|板塔结合,81108,114.03190678555184,22.539812052337503,114.02038596848776,22.536527324494717,477.53333333333336
广东省深圳市富通九曜公馆,2室1厅|66.41平米|西南|毛坯|低楼层(共64层)|2023年|塔楼,84325,114.05040352481004,22.53664438124449,114.03878529205156,22.53362220476216,753.0
广东省深圳市福宇轩,4室2厅|115.08平米|南|精装|中楼层(共11层)|2005年|板塔结合,56500,114.04992005678471,22.534310348613136,114.038304037824,22.53128283776829,628.9090909090909
广东省深圳市都市花园,2室1厅|63.45平米|东|精装|低楼层(共13层)|1999年|板楼,71868,114.05512124568578,22.53639226958801,114.0434843866292,22.53341533798364,522.6666666666666
广东省深圳市趣园,1室1厅|52.19平米|北|精装|中楼层(共26层)|2004年|塔楼,57600,114.15302693437208,22.57639207974536,114.14148578448804,22.573051568893924,306.14285714285717
广东省深圳市都市阳光名苑,3室2厅|102.42平米|南|简装|中楼层(共32层)|2003年|板塔结合,75700,114.03202347543755,22.54125908558859,114.0205015541701,22.53797591710843,681.5
广东省深圳市天安高尔夫珑园,4室2厅|195.17平米|东南|精装|中楼层(共32层)|2008年|塔楼,101300,114.03962556547432,22.5382162923439,114.02806140756428,22.535048284478357,1696.6666666666667
广东省深圳市杭钢富春大厦,1室1厅|52.17平米|西|精装|低楼层(共50层)|2005年|板塔结合,57505,114.02720415620864,22.54058247010514,114.01570940398766,22.537232336968763,337.5
广东省深圳市泰安轩,1室0厅|39.02平米|东南|简装|高楼层(共16层)|1999年|板塔结合,94800,114.03190678555184,22.539812052337503,114.02038596848776,22.536527324494717,427.76190476190476
广东省深圳市华海住宅小区,4室1厅|82.34平米|南|简装|高楼层(共7层)|1998年|板塔结合,49794,114.04830050178133,22.5344662413384,114.03669185530256,22.531419551958937,410.0
广东省深圳市国都高尔夫一期,2室2厅|89.46平米|北|简装|中楼层(共8层)|2005年|板楼,64000,114.05356196698207,22.53647213420485,114.04193082834529,22.533481921311107,569.0833333333334
广东省深圳市嘉洲华苑,3室1厅|76.54平米|西北|精装|中楼层(共31层)|2003年|板塔结合,65500,114.05129662014777,22.534562130297783,114.0396746583202,22.53154973148943,532.5714285714286
广东省深圳市新光大厦,2室2厅|66.83平米|南|精装|中楼层(共16层)|1997年|板楼,55365,114.20558175923266,22.65648261344073,114.19415400357929,22.65347772135156,375.0
广东省深圳市天安高尔夫花园,3室2厅|133.32平米|东东南南|简装|高楼层(共17层)|1999年|塔楼,53700,114.03980199267644,22.5375490084461,114.02823696893005,22.53438371015812,720.5
广东省深圳市泰然小区,1室0厅|31.65平米|南|精装|高楼层(共7层)|1990年|板楼,71091,114.03968682991008,22.534797137245025,114.02812264865628,22.53163024814801,225.0
广东省深圳市天安高尔夫海景花园,3室2厅|124.59平米|东南|其他|中楼层(共31层)|2000年|塔楼,69800,114.03971297060042,22.537826070190423,114.02814839630425,22.53465941019917,1111.7142857142858
广东省深圳市天安社区,2室1厅|41.54平米|东|简装|高楼层(共8层)|1994年|板楼,57776,114.03961631292758,22.53478436876716,114.02805252228754,22.531616416044617,420.0
广东省深圳市创展中心,2室1厅|71.51平米|西北|其他|低楼层(共50层)|1999年|塔楼,32863,114.1256784722826,22.54471387801295,114.11416544620826,22.54106620251038,192.5
广东省深圳市世纪豪庭,4室2厅|448.78平米|西北东北|简装|低楼层(共50层)|2002年|板塔结合,46794,114.02784500735926,22.540738021865,114.01634669136924,22.537396283474216,1790.0
广东省深圳市京基御景华城,1室0厅|27.54平米|西南|精装|低楼层(共36层)|2005年|塔楼,51562,114.09238996501033,22.53855519053306,114.08076678227428,22.53531728498706,325.1208791208791
广东省深圳市汇港名苑,1室0厅|23.45平米|西南|其他|低楼层(共32层)|2003年|板塔结合,53305,114.0901843554924,22.53608599627727,114.0785538206696,22.53288761287422,515.2631578947369
广东省深圳市明苑大厦,3室1厅|132.1平米|南|精装|低楼层(共12层)|2002年|板塔结合,53748,113.90780022006466,22.780194063926974,113.8964691826143,22.777052932555545,710.0
广东省深圳市光华园,4室2厅|168平米|南北|精装|低楼层(共11层)|1998年|板楼,49800,114.09909446818185,22.53982507069813,114.08749656622992,22.536464960869694,837.0
广东省深圳市鹏丽大厦,2室2厅|82.43平米|北西|精装|中楼层(共30层)|2001年|板塔结合,65025,114.09294610595136,22.538814975745822,114.08132487966134,22.535566985449204,485.3333333333333
广东省深圳市赤尾村,3室2厅|109.43平米|南北|简装|中楼层(共8层)|板塔结合,43700,114.09234801414304,22.537910440387,114.08072480054471,22.534673342039948,479.0
广东省深圳市长丰苑,3室2厅|91.33平米|西北|精装|31层|1999年|板塔结合,40294,114.1337200133747,22.54762543236892,114.1222149269906,22.544009161787912,284.27536231884056
广东省深圳市海丰苑大厦,3室1厅|64.59平米|西南|精装|中楼层(共28层)|1984年|板塔结合,45000,114.12456304633122,22.54665903786526,114.11304684237894,22.54301155471313,240.93333333333334
广东省深圳市联城美园,1室1厅|38.69平米|南|精装|35层|2006年|塔楼,51693,114.13495410548391,22.54977382273677,114.123448182886,22.54616738496235,225.04444444444445
广东省深圳市阳光新干线家园,2室1厅|61平米|东南|简装|中楼层(共33层)|2005年|塔楼,50820,114.13357305059333,22.544129072923702,114.12206986573094,22.54051224733626,245.70149253731344
广东省深圳市置地逸轩,2室1厅|53.89平米|南|简装|高楼层(共33层)|2005年|板塔结合,59195,114.12757129182204,22.543668103218696,114.11606189906196,22.540022491592666,247.71428571428572
广东省深圳市友谊大厦,2室1厅|53.72平米|西南|简装|中楼层(共25层)|1984年|塔楼,39092,114.12377622053528,22.544522531532326,114.11225962699936,22.540876477347528,205.40625
广东省深圳市云景豪园,2室1厅|63.03平米|西北|精装|高楼层(共31层)|2002年|板塔结合,44424,114.13295241131668,22.546794054795683,114.12144733316464,22.54317225081299,340.0243902439024
广东省深圳市凯悦华庭,2室1厅|71.32平米|东南|简装|中楼层(共29层)|2002年|板塔结合,47673,114.13284021295853,22.546349866949576,114.1213353202218,22.542727353884253,294.6
广东省深圳市锦花大厦,3室1厅|113.83平米|东南|其他|24层|1990年|塔楼,31627,114.13214501432458,22.54310649247656,114.1206412432572,22.53947986500509,325.2142857142857
广东省深圳市钻石时代,1室0厅|26.85平米|北|精装|高楼层(共20层)|2008年|板塔结合,44693,114.13527471072032,22.5483691033678,114.12376992751597,22.54476582502819,126.4
广东省深圳市金城大厦,2室1厅|46.37平米|东南|精装|中楼层(共23层)|1984年|板塔结合,46600,114.06455183658753,22.548456637984177,114.05288605746053,22.545517145275475,198.20833333333334
广东省深圳市兆鑫汇金广场,3室2厅|97.65平米|南|精装|高楼层(共43层)|2022年|暂无数据,59396,114.12303673543973,22.54871281618604,114.11151604484498,22.5450676072184,749.4444444444445
广东省深圳市金鼎大厦,2室1厅|71.94平米|东|精装|高楼层(共28层)|2003年|板塔结合,44482,114.12102830398118,22.5484706568689,114.10950313789188,22.544832384182254,332.84
广东省深圳市国际名园,1室1厅|43.2平米|南北|精装|高楼层(共31层)|2004年|板塔结合,45139,114.12989386071732,22.545039241517216,114.11838689346088,22.541400526143143,194.52564102564102
广东省深圳市罗湖大厦,2室1厅|40.89平米|南|简装|低楼层(共18层)|1983年|塔楼,37418,114.12423426651468,22.54261147199796,114.11271948075768,22.538964979006863,193.0625
广东省深圳市金色都汇,6室2厅|88.51平米|东南|精装|高楼层(共30层)|2004年|板楼,56000,114.13213369567517,22.546824846648,114.12062795551348,22.543197573665825,315.01960784313724
广东省深圳市向西村9号住宅楼,2室1厅|70.74平米|东南|其他|7层|1991年|板塔结合,45237,114.1311074714609,22.5482449359605,114.1195998721215,22.54461143904005,312.5
广东省深圳市湖心大厦,2室1厅|54.44平米|东|精装|低楼层(共24层)|1983年|板塔结合,43167,114.12673074735662,22.546942005827443,114.11521825536434,22.543294597309817,215.0
广东省深圳市天俊大厦,3室2厅|83.77平米|东南|简装|中楼层(共26层)|2005年|塔楼,45400,114.1286387482592,22.54795287508114,114.11712845457404,22.544309178440376,271.85714285714283
广东省深圳市森威大厦,5室2厅|278.47平米|南|精装|19层|2000年|板塔结合,44400,114.13611004501377,22.54654755283312,114.1246067291114,22.542952535001472,330.44666666666666
广东省深圳市佳宁娜广场,3室2厅|87.09平米|北|简装|高楼层(共31层)|1997年|板塔结合,32151,114.12628527765438,22.54323834186289,114.1147740167845,22.53959111075718,412.6296296296296
广东省深圳市汇金天琅大厦,3室2厅|69.3平米|南|精装|高楼层(共33层)|2017年|塔楼,58586,114.12560211631428,22.549003123084766,114.11408631573173,22.54535469631329,338.19354838709677
广东省深圳市阳光城天悦,3室2厅|70.25平米|东南|精装|低楼层(共40层)|2020年|塔楼,59787,114.13508040723856,22.548904907798985,114.12357516981486,22.54529976824573,361.53333333333336
广东省深圳市万科深南广场,2室1厅|61.78平米|北|其他|中楼层(共42层)|2018年|塔楼,43380,114.1353533124524,22.550733853404303,114.12384682890672,22.54713081961895,291.5263157894737
广东省深圳市银座金钻,2室1厅|55.47平米|西南|精装|高楼层(共30层)|2003年|板塔结合,48600,114.12819247008198,22.54784072353732,114.11668163271354,22.544195819962948,218.02631578947367
广东省深圳市兴业大厦,2室1厅|50.74平米|东南|简装|19层|1984年|塔楼,35870,114.126096902989,22.54890924696349,114.11458204112012,22.545260964284843,238.28571428571428
广东省深圳市南洋大厦,1室1厅|49.89平米|东北|精装|中楼层(共28层)|1985年|板塔结合,40900,114.12330416098996,22.546135407900167,114.11178569811004,22.54249003650192,209.5
广东省深圳市南方证券大厦,2室1厅|65.37平米|东南|精装|中楼层(共29层)|1998年|板塔结合,24477,114.1235594594158,22.54691421808245,114.11204106833203,22.543268179475152,127.36
广东省深圳市向西雍睦豪庭,2室2厅|79.64平米|南|毛坯|中楼层(共30层)|2019年|塔楼,67554,114.13047308810997,22.549261887063267,114.11896411983872,22.545625002001383,590.375
广东省深圳市金源大厦,2室2厅|78.8平米|南|简装|高楼层(共24层)|1995年|板塔结合,38500,114.0286924687771,22.67288620845459,114.01717449948366,22.669535913446776,273.0
广东省深圳市瑞丰大厦,3室2厅|105平米|东|简装|高楼层(共20层)|1992年|板塔结合,37300,114.13174347176177,22.54273047067885,114.120239511512,22.539101436426364,291.6
广东省深圳市云峰花园,3室1厅|86.43平米|南|其他|33层|1997年|塔楼,38600,114.12936341131385,22.54458878934971,114.11785603847257,22.54094806268667,373.70588235294116
广东省深圳市国晖大厦罗湖,3室1厅|308.4平米|东南|精装|高楼层(共26层)|1997年|板塔结合,32102,114.13091514425128,22.54363013406604,114.11940999370977,22.539996389475544,556.5
广东省深圳市向西大厦,3室1厅|90.51平米|东南|其他|中楼层(共29层)|2001年|塔楼,40400,114.13340443864917,22.549033664102296,114.12189819010588,22.545414725889373,366.0
广东省深圳市向西花园,3室2厅|89.44平米|北|简装|中楼层(共23层)|1998年|板楼,51500,114.13273376375562,22.548203630245524,114.12122761404834,22.544580051160956,423.6363636363636
广东省深圳市文锦渡海关生活区,4室1厅|91.79平米|东南|精装|高楼层(共8层)|1992年|板塔结合,42000,114.13357996754574,22.545550024771167,114.12207604590172,22.541933034187792,370.3333333333333
广东省深圳市东海大厦,2室1厅|76.86平米|南|简装|20层|1995年|板塔结合,38000,114.1279147140184,22.54823091705257,114.11640321636712,22.54458527413244,303.5
广东省深圳市粤海花园,3室1厅|89.87平米|南|精装|低楼层(共31层)|1993年|板塔结合,39100,113.9470700047426,22.5394109860807,113.93564886714957,22.53677713568226,352.73333333333335
广东省深圳市好运来大厦,1室0厅|27.37平米|南|精装|中楼层(共17层)|2007年|板塔结合,32518,114.13625197728427,22.545575976948843,114.12474926588156,22.541982527921768,83.14285714285714
广东省深圳市文星花园,2室2厅|86.56平米|南|精装|中楼层(共7层)|1983年|板塔结合,52900,114.13472539690112,22.54762835298781,114.12322086299766,22.544020328129815,460.0625
广东省深圳市兴隆大厦,2室1厅|70.01平米|北|其他|低楼层(共30层)|1990年|板塔结合,39000,114.12645703366783,22.548883962983787,114.114942801888,22.545235926767468,265.55555555555554
广东省深圳市广西外贸住宅小区,4室2厅|108平米|东南|其他|高楼层(共19层)|1990年|板塔结合,33100,114.13170879716908,22.543720759322795,114.12020436771556,22.5400913860265,358.0
广东省深圳市高嘉花园,2室1厅|66.9平米|西北|精装|中楼层(共6层)|1982年|板塔结合,54300,114.13619897725924,22.54952757649369,114.12469369561666,22.545932882308904,344.7142857142857
广东省深圳市熙龙大厦,2室2厅|56.69平米|西南|精装|低楼层(共21层)|1985年|板塔结合,36691,114.12480702610765,22.544599971396323,114.11329244469466,22.540952606400907,202.0
广东省深圳市向欣苑,2室1厅|60.91平米|东南|简装|高楼层(共8层)|1996年|平房,48500,114.13128605459625,22.547233067512988,114.11977929323504,22.543600723437624,296.0
广东省深圳市荣兴大厦,2室1厅|64.44平米|东南|精装|中楼层(共21层)|1992年|板楼,34100,114.13145475637094,22.54294660406249,114.1199504390374,22.539315868624826,287.3333333333333
广东省深圳市东方皇宫,2室1厅|63.7平米|东南南|简装|高楼层(共29层)|1990年|板塔结合,39900,114.12773684952748,22.548720826962445,114.11622475331416,22.54507470305712,302.57142857142856
广东省深圳市粤鹏大厦,2室2厅|110.26平米|南|精装|高楼层(共30层)|1994年|板塔结合,37600,114.13063298649068,22.54744134980588,114.11912543113722,22.54380557830207,354.375
广东省深圳市文星阁,1室0厅|26.71平米|东南|其他|中楼层(共8层)|2011年|板塔结合,47900,114.134043044036,22.54666346054804,114.12253875620574,22.543049911613483,128.0
广东省深圳市芙蓉小区,3室2厅|86.17平米|东南|其他|中楼层(共19层)|1991年|板塔结合,45400,114.12913712815596,22.545587993389564,114.11762893672828,22.54194630599891,392.0
广东省深圳市南华大厦南华楼,3室1厅|69.21平米|南|精装|低楼层(共15层)|1987年|板塔结合,43925,114.1330655978109,22.549784920913467,114.12155857012355,22.546163355653174,304.0
广东省深圳市深华商业大厦,2室1厅|79.91平米|东南|精装|高楼层(共28层)|2003年|板塔结合,40046,114.1276736088196,22.547146450023533,114.11616246356644,22.543500487653525,320.0
广东省深圳市宏丰大厦罗湖,3室2厅|85.71平米|南北|简装|中楼层(共15层)|1993年|塔楼,36000,114.129715277582,22.54399739129504,114.11820862660387,22.54035810133781,309.0
广东省深圳市流花医院宿舍楼,3室2厅|103.52平米|南北|简装|中楼层(共6层)|板楼,42000,114.13282089939008,22.54584793210861,114.1213162840762,22.542225368704177,435.0
广东省深圳市阳光天地家园,2室1厅|62.52平米|北|精装|高楼层(共32层)|2004年|塔楼,87972,114.13432232721895,22.57368412575065,114.1227921430907,22.57006579799984,621.4545454545455
广东省深圳市鹏公馆,2室1厅|37.04平米|西北|精装|高楼层(共29层)|2009年|塔楼,98543,113.99736199802427,22.531036476804008,113.98597023021432,22.527632326909952,345.1168831168831
广东省深圳市金丽豪苑,1室1厅|36.13平米|东南|精装|中楼层(共30层)|2000年|板塔结合,74300,114.13399785926885,22.571607028994144,114.1224696321708,22.567986661873483,414.4625
广东省深圳市佳兆业金翠园,3室2厅|87.15平米|南|精装|中楼层(共31层)|2010年|塔楼,98800,114.13545383283892,22.567368138269867,114.12393085213432,22.56376161291185,769.2941176470588
广东省深圳市泊林,1室1厅|46.57平米|南|精装|高楼层(共30层)|1996年|塔楼,59051,114.13194145829608,22.578181529079977,114.12040531789675,22.574544775723417,344.75
广东省深圳市龙屋小区,3室1厅|74.83平米|东南|简装|高楼层(共8层)|1984年|板塔结合,60137,114.02750904109864,22.64318609734917,114.01600243879643,22.63982662325473,627.2857142857143
广东省深圳市嘉湖新都,1室1厅|31.91平米|南|精装|低楼层(共25层)|2002年|板塔结合,82000,114.1307653967228,22.57264991973931,114.11923347567168,22.569008183225318,406.25925925925924
广东省深圳市愉天小区,2室1厅|41.64平米|南|精装|8层|1992年|板楼,91259,114.1343310407824,22.572352988699134,114.12280222253692,22.568735118987423,388.96363636363634
广东省深圳市马古岭小区,3室2厅|72.87平米|南|其他|中楼层(共7层)|1988年|板塔结合,78400,114.13543640571206,22.56992086635245,114.12391065877772,22.56631342448979,618.3571428571429
广东省深圳市公路局大院,3室2厅|104.04平米|南|简装|低楼层(共7层)|1994年|板塔结合,86506,114.13548087183476,22.5683281284958,114.12395685822858,22.564721570668905,768.0
广东省深圳市翡翠公寓,3室2厅|59.38平米|南|精装|32层|2014年|板塔结合,47154,114.13086385100668,22.56731398948013,114.11933771810637,22.5636743207075,232.77777777777777
广东省深圳市明德公馆,2室1厅|48.58平米|南|精装|中楼层(共22层)|2016年|塔楼,94690,114.1307000000817,22.57340897232013,114.11916723481232,22.569766690579065,450.57142857142856
广东省深圳市石油公司宿舍,2室2厅|70.72平米|南|简装|中楼层(共7层)|板塔结合,73247,114.13139627668228,22.566573759183463,114.11987147588886,22.56293715819563,519.6
广东省深圳市柏丽花园,3室1厅|77.59平米|西南|精装|中楼层(共32层)|2004年|板塔结合,70400,114.13317321481097,22.56916296240412,114.12164706190846,22.565537025065616,583.1666666666666
广东省深圳市合正星园,5室1厅|112.43平米|东南|简装|中楼层(共26层)|2004年|平房,98800,114.13268920780234,22.57137784225419,114.12116034270116,22.567747849511168,889.3157894736842
广东省深圳市中国南海工程有限公司大院,3室2厅|82.01平米|南|精装|6层|1984年|板塔结合,80478,114.13536499042404,22.57530358181621,114.12383368577198,22.57169391774909,682.2222222222222
广东省深圳市燃气小区,3室1厅|90平米|南北|简装|中楼层(共7层)|1986年|板塔结合,70000,114.13545257521125,22.571383348747545,114.12392528281524,22.567775626467245,630.0
广东省深圳市贝悦汇大厦,1室1厅|32.46平米|南|精装|中楼层(共37层)|2022年|塔楼,70857,114.1346999748552,22.578629117165743,114.1231653007334,22.57501260487115,225.6
广东省深圳市特力大厦,1室1厅|50.77平米|南|简装|中楼层(共27层)|1996年|板塔结合,37100,114.13034507957484,22.577734940657447,114.11880776822434,22.57408974774473,174.25
广东省深圳市洪湖东岸,2室1厅|73.29平米|西南|简装|27层|2005年|板塔结合,54400,114.12986098273566,22.575163337064897,114.11832553986544,22.571516740762984,462.4
广东省深圳市茂业德弘天下,3室1厅|74平米|南北|精装|48层|2019年|塔楼,91892,114.13131974105283,22.568475638996684,114.1197927987899,22.56483805012944,696.6410256410256
广东省深圳市深宝住宅区,4室1厅|98.51平米|南|简装|9层|1987年|板塔结合,56848,114.13223834826704,22.56967774350634,114.1207109306315,22.566045275743047,629.375
广东省深圳市深华丽园,4室2厅|133.01平米|南|精装|中楼层(共13层)|1999年|板塔结合,54100,114.13312749106052,22.575545443186783,114.12159472933648,22.57191732135491,622.6
广东省深圳市城建综合楼,1室0厅|18.67平米|南|简装|高楼层(共7层)|1990年|板楼,98800,114.13294720114472,22.570768956206955,114.12141917074726,22.56714092935461,215.6
